College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
University Institute of Engineering and Technology,Co-Ed,,,67,2004,,"Kurukshetra University, Kurukshetra","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, Wifi, IT Infrastructure",Kurukshetra,Haryana,India,Public/Government,202333.3333
Vardhaman College of Engineering,Co-Ed,,4055,304,1999,3.24,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations",Hyderabad,Telangana,India,Private,299292.3077
Bangalore University,Co-Ed,1100 Acres,8081,348,1964,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Alumni Associations",Bengaluru,Karnataka,India,Public/Government,310992.6087
St Joseph's College of Engineering,Co-Ed,,5862,380,1994,,"Anna University, Chennai",B.Tech Chemical Engineering,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Chennai,Tamil Nadu,India,Private,163500
Indian Institute of Science Education and Research Bhopal ,Co-Ed,200 Acres,1615,82,2008,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Guest Room",Bhopal,Madhya Pradesh,India,Public/Government,421666.6667
Manipal University,Co-Ed,122 Acres,7606,547,2011,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Chemical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Moot Court, Laboratories, Alumni Associations, Guest Room",Jaipur,Rajasthan,India,Private,523740.7407
Malla Reddy College of Engineering and Technology,Co-Ed,30 Acres,3094,251,2004,3.2,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Hyderabad,Telangana,India,Private,165333.3333
Bundelkhand Institute of Engineering and Technology,Co-Ed,240 Acres,1686,41,1986,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room",Jhansi,Uttar Pradesh,India,Public/Government,171733.3333
Velagapudi Ramakrishna Siddhartha Engineering College,Co-Ed,24 Acres,5207,333,1977,3.17,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Swimming Pool, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Vijayawada,Andhra Pradesh,India,Private,277277.7778
Dayananda Sagar Academy of Technology and Management,Co-Ed,10 Acres,217,183,2011,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Bengaluru,Karnataka,India,Private,176750
Jawaharlal Nehru Technological University,Co-Ed,89 Acres,730,276,1972,3.01,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations, Guest Room, Banks Facilities",Hyderabad,Telangana,India,Public/Government,219825.0883
Alliance College of Engineering and Design,Co-Ed,55 Acres,,90,2010,,"Alliance University, Bangalore","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories",Bengaluru,Karnataka,India,Private,515714.2857
Indian Institute of Information Technology Kota,Co-Ed,,2621,105,2006,,,"B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Alumni Associations, Banks Facilities",Kota,Rajasthan,India,Public/Government,262906.6667
